LotFrontage,LotArea,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Fireplaces,GarageYrBlt,GarageCars,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,LogSalePrice
4.2626798770413155,9.32375833901174,1965.0,1965.0,0.0,6.810142450115136,0.0,4.90527477843843,1040.0,0.0,0.0,6.947937068614969,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.583756300707112,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.771436160121729
4.454347296253507,9.386392315756542,2005.0,2006.0,5.659482215759621,6.906754778648554,0.0,5.181783550292085,1175.0,7.04141166379481,0.0,7.751475318021456,1.0,0.0,3.0,0.0,4.0,0.6931471805599453,2.0,7.603897968521881,3.0,4.997212273764115,3.091042453358316,0.0,0.0,0.0,0.0,0.0,7.0,2006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.751299696013497
4.203305262356867,9.470317173335742,1962.0,1962.0,0.0,6.6039438246004725,0.0,5.170483995038151,912.0,0.0,0.0,6.816735880594968,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,0.0,7.5822291942764615,1.0,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,0.0,9.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.877568578558138
4.5217885770490405,9.273596821611198,2006.0,2007.0,5.726847747587197,0.0,0.0,7.3098814858247865,1494.0,0.0,0.0,7.3098814858247865,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,1.0,7.604396348796338,3.0,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.540757571577291
4.356516444900494,9.298442820197728,1960.0,1960.0,5.3612921657094255,6.598509028614515,0.0,6.255750041753367,1253.0,0.0,0.0,7.134093721192866,1.0,0.0,1.0,1.0,2.0,0.6931471805599453,1.0,7.581209826196346,1.0,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,0.0,5.0,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.964001084330445
3.9512437185814275,8.71948076085107,1929.0,2001.0,0.0,0.0,0.0,6.725033642166843,832.0,0.0,0.0,6.75110146893676,0.0,0.0,1.0,0.0,2.0,0.6931471805599453,0.0,7.596894438144544,2.0,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.790557201568507
3.861020462744968,9.32741204356202,1970.0,1970.0,5.198497031265826,6.361302477572996,0.0,6.056784013228625,1004.0,0.0,0.0,6.912742820493176,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,1.0,7.58629630715272,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55250788703459,3.0,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.911701584927597
4.290459441148391,9.286560397887591,1967.0,1967.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.167809184316444,0.0,0.0,2.0,0.0,2.0,1.0986122886681096,0.0,7.584773077612199,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,10.0,2006.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.407564949312402
4.204692619390966,9.524859098381523,2004.0,2004.0,0.0,6.472346294500901,0.0,6.150602768446279,1114.0,0.0,0.0,7.016609683894219,1.0,0.0,1.0,1.0,3.0,0.6931471805599453,0.0,7.60339933974067,2.0,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.976659481202368
4.2626798770413155,8.93075873555827,1958.0,1965.0,0.0,6.22455842927536,0.0,6.26530121273771,1029.0,0.0,0.0,7.200424892944957,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.580189417944541,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.842229212112828
4.624972813284271,9.562123369834488,2005.0,2006.0,5.942799375126701,0.0,0.0,7.055312843339752,1158.0,7.105786129481271,0.0,7.773594467360194,0.0,0.0,3.0,1.0,4.0,0.6931471805599453,1.0,7.603897968521881,3.0,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.692503112461443
4.060443010546419,8.915969311373605,1930.0,1950.0,0.0,0.0,0.0,6.45833828334479,637.0,0.0,0.0,7.011213987350367,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,1.0,7.565793282428515,1.0,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.845102777308561
4.330733340286331,9.184304357425342,2002.0,2002.0,5.641907070938114,0.0,0.0,7.48324441607385,1777.0,0.0,0.0,7.493317248862145,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,1.0,7.602401335665818,2.0,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,0.0,9.0,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.345834587905333
3.8066624897703196,8.348774539791274,1976.0,1976.0,0.0,6.734591659972948,0.0,5.303304908059076,1040.0,0.0,0.0,6.966967138613983,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,1.0,7.589335823170617,2.0,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,0.0,6.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.77452020265869
4.316988981981669,9.017604776833355,1968.0,2001.0,0.0,5.241747015059643,6.505784060128229,5.3230099791384085,1060.0,0.0,0.0,6.966967138613983,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,1.0,7.585281078639126,1.0,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.944707881395766
4.709530201312334,9.56317796268366,2007.0,2007.0,6.46302945692067,0.0,0.0,7.356918242356021,1566.0,0.0,0.0,7.3783837129967145,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,1.0,7.60489448081162,3.0,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0.0,7.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.454103912352162
4.110873864173311,8.881975184248867,1951.0,2000.0,0.0,5.459585514144159,6.18826412308259,5.198497031265826,900.0,0.0,0.0,6.803505257608338,0.0,0.6931471805599453,1.0,0.0,3.0,0.6931471805599453,0.0,7.603897968521881,2.0,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.811547477460344
4.59511985013459,9.348274558065496,2007.0,2008.0,5.303304908059076,7.105786129481271,0.0,6.18826412308259,1704.0,0.0,0.0,7.4413203897176174,1.0,0.0,2.0,0.0,3.0,0.6931471805599453,1.0,7.605392364814934,3.0,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.631340380934517
3.8712010109078907,9.700269170029188,1957.0,1997.0,0.0,7.15305163493748,0.0,5.337538079701318,1484.0,0.0,0.0,7.3783837129967145,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,2.0,7.579678823090456,1.0,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.24288661865289
4.110873864173311,8.752265313595721,1927.0,1950.0,0.0,0.0,0.0,6.255750041753367,520.0,0.0,0.0,6.255750041753367,0.0,0.0,1.0,0.0,1.0,0.6931471805599453,0.0,7.560601162768557,1.0,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,0.0,5.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.134589024250317
3.9318256327243257,9.04793908261736,1920.0,1950.0,0.0,0.0,0.0,6.476972362889683,649.0,6.505784060128229,0.0,7.183870715062453,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.560601162768557,1.0,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,0.0,7.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.596634733096073
3.231190857173017,9.053101595549691,1966.0,2006.0,0.0,0.0,0.0,7.113956109566034,1228.0,0.0,0.0,7.113956109566034,0.0,0.0,1.0,1.0,3.0,0.6931471805599453,0.0,7.584264818389059,1.0,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.914047823644255
4.454347296253507,9.310185706945898,2007.0,2007.0,0.0,0.0,0.0,7.118826249062078,1234.0,0.0,0.0,7.118826249062078,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,0.0,7.60489448081162,2.0,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.100156419938624
4.2626798770413155,9.26416545867109,1959.0,1959.0,0.0,6.926577033222725,0.0,5.942799375126701,1398.0,0.0,0.0,7.438971592395862,0.0,0.6931471805599453,1.0,1.0,4.0,0.6931471805599453,1.0,7.580699752224563,2.0,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,4.0,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.016726473799254
4.110873864173311,8.897545598709327,2005.0,2005.0,5.5093883366279774,7.050989447068045,0.0,6.013715156042802,1561.0,0.0,0.0,7.3537223303996315,1.0,0.0,2.0,0.0,2.0,0.6931471805599453,1.0,7.603897968521881,2.0,5.318119993844216,3.8712010109078907,0.0,0.0,0.0,0.0,0.0,8.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.533576212168626
4.6913478822291435,9.504426892100957,2004.0,2005.0,4.890349128221754,0.0,0.0,7.0192966537150445,1117.0,7.186144304522325,0.0,7.8050670442584895,0.0,0.0,3.0,1.0,4.0,0.6931471805599453,1.0,7.60339933974067,3.0,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,9.0,2006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.641096555879882
4.727387818712341,9.292841593487926,1994.0,1995.0,0.0,0.0,0.0,7.001245622069476,1097.0,0.0,0.0,7.001245622069476,0.0,0.0,1.0,1.0,3.0,0.6931471805599453,0.0,7.59890045687141,2.0,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,0.0,6.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.884489021402711
4.31748811353631,9.051696278536586,1954.0,1990.0,6.478509642208569,7.101675971619444,0.0,4.442651256490317,1297.0,0.0,0.0,7.168579897264035,0.0,0.6931471805599453,1.0,0.0,3.0,0.6931471805599453,1.0,7.578145472419466,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.938193200374572
4.23410650459726,8.977525200965243,1953.0,2007.0,0.0,6.595780513961311,0.0,5.7899601708972535,1057.0,0.0,0.0,6.964135612418245,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.577633832602728,1.0,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,1.0,2010.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.59910316121128
4.189654742026425,8.706324840138741,1955.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.050122520269059,0.0,0.0,2.0,0.0,2.0,1.0986122886681096,0.0,7.775414622372342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.314474526246391
4.442651256490317,9.066354521447801,1965.0,1965.0,4.624972813284271,6.467698726104354,0.0,6.100318952020064,1088.0,0.0,0.0,7.1891677384203225,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,1.0,7.583756300707112,2.0,0.0,4.9344739331306915,0.0,0.0,0.0,0.0,0.0,12.0,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.982929094215963
4.7535901911063645,9.735423867488873,1959.0,1959.0,0.0,6.875232087276577,0.0,5.950642552587727,1350.0,0.0,0.0,7.192182058713246,0.0,0.6931471805599453,1.0,1.0,2.0,0.6931471805599453,2.0,7.580699752224563,1.0,0.0,4.653960350157523,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.043553716032399
3.9619454620371513,9.1248914101437,1983.0,1983.0,0.0,6.617402977974478,4.543294782270004,0.0,840.0,0.0,0.0,6.785587645007929,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,0.0,7.592870287844818,2.0,5.484796933490655,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.877568578558138
4.04422915094577,9.127067452782361,1975.0,1980.0,0.0,5.638354669333745,6.198478716492308,5.123963979403259,938.0,0.0,0.0,6.844815479208263,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.589841512182657,1.0,4.983606621708336,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.777210959615614
4.2626798770413155,8.980423936374544,1959.0,1959.0,0.0,5.19295685089021,6.2285110035911835,6.144185634125646,1150.0,0.0,0.0,7.048386408721883,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.580699752224563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.856515169360305
4.127134385045092,8.943636705909594,2005.0,2005.0,6.023447592961033,6.124683390894205,0.0,7.167809184316444,1752.0,0.0,0.0,7.469083884921234,1.0,0.0,2.0,0.0,2.0,0.6931471805599453,1.0,7.603897968521881,2.0,5.2832037287379885,4.418840607796598,0.0,0.0,0.0,0.0,0.0,2.0,2010.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.675763725937609
3.8918202981106265,9.458995712459116,2003.0,2003.0,0.0,7.20934025660291,0.0,4.430816798843313,1434.0,6.448889394146858,0.0,7.673223121121708,1.0,0.0,1.0,1.0,1.0,0.6931471805599453,1.0,7.602900462204755,2.0,5.1298987149230735,3.784189633918261,0.0,0.0,5.293304824724492,0.0,0.0,8.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.387085012375499
4.442651256490317,9.314430080500564,2006.0,2006.0,0.0,3.2188758248682006,0.0,7.398174092970465,1656.0,0.0,0.0,7.4127640174265625,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,0.0,7.604396348796338,3.0,0.0,4.990432586778736,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.428015476267865
3.5263605246161616,8.402231172946555,1920.0,2008.0,0.0,0.0,0.0,6.602587892189336,736.0,6.57507584059962,0.0,7.2813856635702825,0.0,0.0,2.0,0.0,2.0,1.3862943611198906,0.0,7.6706052303262355,0.0,0.0,0.0,4.634728988229636,0.0,0.0,0.0,0.0,6.0,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.635143097694478
4.204692619390966,8.954544488386723,1966.0,1966.0,0.0,6.638567789166521,0.0,5.262690188904886,955.0,0.0,0.0,6.862757913051401,1.0,0.0,1.0,0.0,3.0,0.6931471805599453,0.0,7.584264818389059,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.751942365440728
4.4187146557161725,9.537483513308878,1997.0,1997.0,0.0,5.209486152841421,0.0,6.418364935936212,794.0,6.517671272912275,0.0,7.293697720601438,0.0,0.6931471805599453,2.0,0.0,3.0,0.6931471805599453,0.0,7.599901959208498,2.0,0.0,4.330733340286331,0.0,0.0,0.0,0.0,0.0,7.0,2007.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.083905011555967
3.970291913552122,8.738895704934043,1934.0,1950.0,0.0,0.0,0.0,6.705639094860003,816.0,0.0,5.8888779583328805,7.0707241072602764,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,1.0,7.593877844605118,2.0,4.727387818712341,0.0,0.0,0.0,0.0,0.0,5.993961427306569,9.0,2006.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.648330101976432
4.709530201312334,9.044639916198465,1963.0,1963.0,0.0,4.653960350157523,6.569481420414296,0.0,816.0,0.0,0.0,6.705639094860003,1.0,0.0,1.0,0.0,2.0,0.6931471805599453,0.0,7.582738488914411,2.0,4.672828834461906,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2010.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.608235644774552
4.23410650459726,10.825203541055348,1981.0,1987.0,0.0,7.501634457883413,0.0,3.4965075614664802,1842.0,0.0,0.0,7.519149957669823,2.0,0.0,0.0,1.0,0.0,0.6931471805599453,1.0,7.591861714889934,3.0,6.754604099487962,4.290459441148391,0.0,0.0,0.0,0.0,0.0,11.0,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.86099861326992
4.110873864173311,8.872767529910936,1955.0,1955.0,0.0,5.953243334287785,0.0,0.0,384.0,0.0,0.0,7.215975002651466,0.0,0.0,1.0,0.0,3.0,0.6931471805599453,1.0,7.5822291942764615,2.0,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,2.0,2007.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.77528972943772
4.61512051684126,9.227787285579904,1964.0,1964.0,5.60947179518496,6.19644412779452,0.0,6.8416154764775925,1425.0,0.0,0.0,7.262628600974241,0.0,0.0,2.0,0.0,3.0,0.6931471805599453,1.0,7.583247524303362,2.0,0.0,0.0,0.0,6.0112671744041615,0.0,0.0,0.0,7.0,2008.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.103486056755072
3.2188758248682006,7.880804344674901,1999.0,2000.0,6.124683390894205,6.476972362889683,0.0,5.7745515455444085,970.0,6.6293632534374485,0.0,7.461640392208575,1.0,0.0,2.0,1.0,3.0,0.6931471805599453,0.0,7.600902459542082,2.0,4.7535901911063645,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2009.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.058152515453552
4.499809670330265,9.362718052397065,2004.0,2004.0,0.0,0.0,0.0,6.7580945044277305,860.0,6.7580945044277305,0.0,7.450660796211539,0.0,0.0,2.0,1.0,3.0,0.6931471805599453,0.0,7.60339933974067,2.0,0.0,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,8.0,2006.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.188417710291453
4.204692619390966,9.52390946537981,2006.0,2006.0,6.939253946041508,0.0,0.0,7.2520539518528135,1410.0,7.326465613840322,0.0,7.988203597022576,0.0,0.0,3.0,1.0,3.0,0.6931471805599453,1.0,7.604396348796338,3.0,5.262690188904886,0.0,3.6375861597263857,0.0,0.0,0.0,0.0,10.0,2006.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.991753427493052
4.110873864173311,8.881975184248867,1972.0,1972.0,0.0,6.450470422144176,0.0,5.003946305945459,780.0,0.0,0.0,6.660575149839686,0.0,0.0,1.0,0.0,2.0,0.6931471805599453,0.0,7.587817219993427,1.0,5.2832037287379885,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2008.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.73526869611367
